Inf;Sup;null
2005-07-20, 00:00:00,000;2005-07-20, 00:59:59,999;54.0
2005-07-20, 01:00:00,000;2005-07-20, 01:59:59,999;43.0
2005-07-20, 02:00:00,000;2005-07-20, 02:59:59,999;26.0
2005-07-20, 03:00:00,000;2005-07-20, 03:59:59,999;18.0
2005-07-20, 04:00:00,000;2005-07-20, 04:59:59,999;46.0
2005-07-20, 05:00:00,000;2005-07-20, 05:59:59,999;122.0
2005-07-20, 06:00:00,000;2005-07-20, 06:59:59,999;249.0
2005-07-20, 07:00:00,000;2005-07-20, 07:59:59,999;431.0
2005-07-20, 08:00:00,000;2005-07-20, 08:59:59,999;471.0
2005-07-20, 09:00:00,000;2005-07-20, 09:59:59,999;394.0
2005-07-20, 10:00:00,000;2005-07-20, 10:59:59,999;384.0
2005-07-20, 11:00:00,000;2005-07-20, 11:59:59,999;363.0
2005-07-20, 12:00:00,000;2005-07-20, 12:59:59,999;400.0
2005-07-20, 13:00:00,000;2005-07-20, 13:59:59,999;401.0
2005-07-20, 14:00:00,000;2005-07-20, 14:59:59,999;NaN
2005-07-20, 15:00:00,000;2005-07-20, 15:59:59,999;NaN
2005-07-20, 16:00:00,000;2005-07-20, 16:59:59,999;NaN
2005-07-20, 17:00:00,000;2005-07-20, 17:59:59,999;NaN
2005-07-20, 18:00:00,000;2005-07-20, 18:59:59,999;NaN
2005-07-20, 19:00:00,000;2005-07-20, 19:59:59,999;NaN
2005-07-20, 20:00:00,000;2005-07-20, 20:59:59,999;NaN
2005-07-20, 21:00:00,000;2005-07-20, 21:59:59,999;NaN
2005-07-20, 22:00:00,000;2005-07-20, 22:59:59,999;NaN
2005-07-20, 23:00:00,000;2005-07-20, 23:59:59,999;NaN
2005-07-21, 00:00:00,000;2005-07-21, 00:59:59,999;NaN
2005-07-21, 01:00:00,000;2005-07-21, 01:59:59,999;NaN
2005-07-21, 02:00:00,000;2005-07-21, 02:59:59,999;NaN
2005-07-21, 03:00:00,000;2005-07-21, 03:59:59,999;NaN
2005-07-21, 04:00:00,000;2005-07-21, 04:59:59,999;NaN
2005-07-21, 05:00:00,000;2005-07-21, 05:59:59,999;NaN
2005-07-21, 06:00:00,000;2005-07-21, 06:59:59,999;NaN
2005-07-21, 07:00:00,000;2005-07-21, 07:59:59,999;NaN
2005-07-21, 08:00:00,000;2005-07-21, 08:59:59,999;NaN
2005-07-21, 09:00:00,000;2005-07-21, 09:59:59,999;456.0
2005-07-21, 10:00:00,000;2005-07-21, 10:59:59,999;410.0
2005-07-21, 11:00:00,000;2005-07-21, 11:59:59,999;324.0
2005-07-21, 12:00:00,000;2005-07-21, 12:59:59,999;316.0
2005-07-21, 13:00:00,000;2005-07-21, 13:59:59,999;354.0
2005-07-21, 14:00:00,000;2005-07-21, 14:59:59,999;473.0
2005-07-21, 15:00:00,000;2005-07-21, 15:59:59,999;466.0
2005-07-21, 16:00:00,000;2005-07-21, 16:59:59,999;427.0
2005-07-21, 17:00:00,000;2005-07-21, 17:59:59,999;423.0
2005-07-21, 18:00:00,000;2005-07-21, 18:59:59,999;430.0
2005-07-21, 19:00:00,000;2005-07-21, 19:59:59,999;383.0
2005-07-21, 20:00:00,000;2005-07-21, 20:59:59,999;244.0
2005-07-21, 21:00:00,000;2005-07-21, 21:59:59,999;282.0
2005-07-21, 22:00:00,000;2005-07-21, 22:59:59,999;192.0
2005-07-21, 23:00:00,000;2005-07-21, 23:59:59,999;136.0
2005-07-22, 00:00:00,000;2005-07-22, 00:59:59,999;58.0
2005-07-22, 01:00:00,000;2005-07-22, 01:59:59,999;48.0
2005-07-22, 02:00:00,000;2005-07-22, 02:59:59,999;42.0
2005-07-22, 03:00:00,000;2005-07-22, 03:59:59,999;24.0
2005-07-22, 04:00:00,000;2005-07-22, 04:59:59,999;47.0
2005-07-22, 05:00:00,000;2005-07-22, 05:59:59,999;111.0
2005-07-22, 06:00:00,000;2005-07-22, 06:59:59,999;286.0
2005-07-22, 07:00:00,000;2005-07-22, 07:59:59,999;437.0
2005-07-22, 08:00:00,000;2005-07-22, 08:59:59,999;464.0
2005-07-22, 09:00:00,000;2005-07-22, 09:59:59,999;473.0
2005-07-22, 10:00:00,000;2005-07-22, 10:59:59,999;369.0
2005-07-22, 11:00:00,000;2005-07-22, 11:59:59,999;344.0
2005-07-22, 12:00:00,000;2005-07-22, 12:59:59,999;441.0
2005-07-22, 13:00:00,000;2005-07-22, 13:59:59,999;386.0
2005-07-22, 14:00:00,000;2005-07-22, 14:59:59,999;410.0
2005-07-22, 15:00:00,000;2005-07-22, 15:59:59,999;465.0
2005-07-22, 16:00:00,000;2005-07-22, 16:59:59,999;436.0
2005-07-22, 17:00:00,000;2005-07-22, 17:59:59,999;456.0
2005-07-22, 18:00:00,000;2005-07-22, 18:59:59,999;393.0
2005-07-22, 19:00:00,000;2005-07-22, 19:59:59,999;382.0
2005-07-22, 20:00:00,000;2005-07-22, 20:59:59,999;300.0
2005-07-22, 21:00:00,000;2005-07-22, 21:59:59,999;268.0
2005-07-22, 22:00:00,000;2005-07-22, 22:59:59,999;225.0
2005-07-22, 23:00:00,000;2005-07-22, 23:59:59,999;163.0
2005-07-23, 00:00:00,000;2005-07-23, 00:59:59,999;93.0
2005-07-23, 01:00:00,000;2005-07-23, 01:59:59,999;85.0
2005-07-23, 02:00:00,000;2005-07-23, 02:59:59,999;71.0
2005-07-23, 03:00:00,000;2005-07-23, 03:59:59,999;38.0
2005-07-23, 04:00:00,000;2005-07-23, 04:59:59,999;34.0
2005-07-23, 05:00:00,000;2005-07-23, 05:59:59,999;52.0
2005-07-23, 06:00:00,000;2005-07-23, 06:59:59,999;134.0
2005-07-23, 07:00:00,000;2005-07-23, 07:59:59,999;186.0
2005-07-23, 08:00:00,000;2005-07-23, 08:59:59,999;232.0
2005-07-23, 09:00:00,000;2005-07-23, 09:59:59,999;301.0
2005-07-23, 10:00:00,000;2005-07-23, 10:59:59,999;328.0
2005-07-23, 11:00:00,000;2005-07-23, 11:59:59,999;300.0
2005-07-23, 12:00:00,000;2005-07-23, 12:59:59,999;336.0
2005-07-23, 13:00:00,000;2005-07-23, 13:59:59,999;360.0
2005-07-23, 14:00:00,000;2005-07-23, 14:59:59,999;368.0
2005-07-23, 15:00:00,000;2005-07-23, 15:59:59,999;360.0
2005-07-23, 16:00:00,000;2005-07-23, 16:59:59,999;339.0
2005-07-23, 17:00:00,000;2005-07-23, 17:59:59,999;310.0
2005-07-23, 18:00:00,000;2005-07-23, 18:59:59,999;347.0
2005-07-23, 19:00:00,000;2005-07-23, 19:59:59,999;385.0
2005-07-23, 20:00:00,000;2005-07-23, 20:59:59,999;296.0
2005-07-23, 21:00:00,000;2005-07-23, 21:59:59,999;297.0
2005-07-23, 22:00:00,000;2005-07-23, 22:59:59,999;313.0
2005-07-23, 23:00:00,000;2005-07-23, 23:59:59,999;219.0
2005-07-24, 00:00:00,000;2005-07-24, 00:59:59,999;138.0
2005-07-24, 01:00:00,000;2005-07-24, 01:59:59,999;93.0
2005-07-24, 02:00:00,000;2005-07-24, 02:59:59,999;76.0
2005-07-24, 03:00:00,000;2005-07-24, 03:59:59,999;62.0
2005-07-24, 04:00:00,000;2005-07-24, 04:59:59,999;39.0
2005-07-24, 05:00:00,000;2005-07-24, 05:59:59,999;48.0
2005-07-24, 06:00:00,000;2005-07-24, 06:59:59,999;65.0
2005-07-24, 07:00:00,000;2005-07-24, 07:59:59,999;132.0
2005-07-24, 08:00:00,000;2005-07-24, 08:59:59,999;158.0
2005-07-24, 09:00:00,000;2005-07-24, 09:59:59,999;230.0
2005-07-24, 10:00:00,000;2005-07-24, 10:59:59,999;277.0
2005-07-24, 11:00:00,000;2005-07-24, 11:59:59,999;356.0
2005-07-24, 12:00:00,000;2005-07-24, 12:59:59,999;293.0
2005-07-24, 13:00:00,000;2005-07-24, 13:59:59,999;300.0
2005-07-24, 14:00:00,000;2005-07-24, 14:59:59,999;337.0
2005-07-24, 15:00:00,000;2005-07-24, 15:59:59,999;382.0
2005-07-24, 16:00:00,000;2005-07-24, 16:59:59,999;277.0
2005-07-24, 17:00:00,000;2005-07-24, 17:59:59,999;333.0
2005-07-24, 18:00:00,000;2005-07-24, 18:59:59,999;309.0
2005-07-24, 19:00:00,000;2005-07-24, 19:59:59,999;323.0
2005-07-24, 20:00:00,000;2005-07-24, 20:59:59,999;260.0
2005-07-24, 21:00:00,000;2005-07-24, 21:59:59,999;209.0
2005-07-24, 22:00:00,000;2005-07-24, 22:59:59,999;156.0
2005-07-24, 23:00:00,000;2005-07-24, 23:59:59,999;115.0
2005-07-25, 00:00:00,000;2005-07-25, 00:59:59,999;53.0
2005-07-25, 01:00:00,000;2005-07-25, 01:59:59,999;38.0
2005-07-25, 02:00:00,000;2005-07-25, 02:59:59,999;29.0
2005-07-25, 03:00:00,000;2005-07-25, 03:59:59,999;22.0
2005-07-25, 04:00:00,000;2005-07-25, 04:59:59,999;45.0
2005-07-25, 05:00:00,000;2005-07-25, 05:59:59,999;111.0
2005-07-25, 06:00:00,000;2005-07-25, 06:59:59,999;234.0
2005-07-25, 07:00:00,000;2005-07-25, 07:59:59,999;488.0
2005-07-25, 08:00:00,000;2005-07-25, 08:59:59,999;468.0
2005-07-25, 09:00:00,000;2005-07-25, 09:59:59,999;415.0
2005-07-25, 10:00:00,000;2005-07-25, 10:59:59,999;344.0
2005-07-25, 11:00:00,000;2005-07-25, 11:59:59,999;338.0
2005-07-25, 12:00:00,000;2005-07-25, 12:59:59,999;353.0
2005-07-25, 13:00:00,000;2005-07-25, 13:59:59,999;376.0
2005-07-25, 14:00:00,000;2005-07-25, 14:59:59,999;451.0
2005-07-25, 15:00:00,000;2005-07-25, 15:59:59,999;436.0
2005-07-25, 16:00:00,000;2005-07-25, 16:59:59,999;435.0
2005-07-25, 17:00:00,000;2005-07-25, 17:59:59,999;458.0
2005-07-25, 18:00:00,000;2005-07-25, 18:59:59,999;356.0
2005-07-25, 19:00:00,000;2005-07-25, 19:59:59,999;319.0
2005-07-25, 20:00:00,000;2005-07-25, 20:59:59,999;260.0
2005-07-25, 21:00:00,000;2005-07-25, 21:59:59,999;493.0
2005-07-25, 22:00:00,000;2005-07-25, 22:59:59,999;284.0
2005-07-25, 23:00:00,000;2005-07-25, 23:59:59,999;92.0
2005-07-26, 00:00:00,000;2005-07-26, 00:59:59,999;69.0
2005-07-26, 01:00:00,000;2005-07-26, 01:59:59,999;38.0
2005-07-26, 02:00:00,000;2005-07-26, 02:59:59,999;31.0
2005-07-26, 03:00:00,000;2005-07-26, 03:59:59,999;17.0
2005-07-26, 04:00:00,000;2005-07-26, 04:59:59,999;47.0
2005-07-26, 05:00:00,000;2005-07-26, 05:59:59,999;119.0
2005-07-26, 06:00:00,000;2005-07-26, 06:59:59,999;270.0
2005-07-26, 07:00:00,000;2005-07-26, 07:59:59,999;449.0
2005-07-26, 08:00:00,000;2005-07-26, 08:59:59,999;496.0
2005-07-26, 09:00:00,000;2005-07-26, 09:59:59,999;432.0
2005-07-26, 10:00:00,000;2005-07-26, 10:59:59,999;370.0
2005-07-26, 11:00:00,000;2005-07-26, 11:59:59,999;380.0
2005-07-26, 12:00:00,000;2005-07-26, 12:59:59,999;363.0
2005-07-26, 13:00:00,000;2005-07-26, 13:59:59,999;356.0
2005-07-26, 14:00:00,000;2005-07-26, 14:59:59,999;436.0
2005-07-26, 15:00:00,000;2005-07-26, 15:59:59,999;435.0
2005-07-26, 16:00:00,000;2005-07-26, 16:59:59,999;441.0
2005-07-26, 17:00:00,000;2005-07-26, 17:59:59,999;443.0
2005-07-26, 18:00:00,000;2005-07-26, 18:59:59,999;427.0
2005-07-26, 19:00:00,000;2005-07-26, 19:59:59,999;380.0
2005-07-26, 20:00:00,000;2005-07-26, 20:59:59,999;285.0
2005-07-26, 21:00:00,000;2005-07-26, 21:59:59,999;333.0
2005-07-26, 22:00:00,000;2005-07-26, 22:59:59,999;404.0
2005-07-26, 23:00:00,000;2005-07-26, 23:59:59,999;142.0
2005-07-27, 00:00:00,000;2005-07-27, 00:59:59,999;60.0
2005-07-27, 01:00:00,000;2005-07-27, 01:59:59,999;41.0
2005-07-27, 02:00:00,000;2005-07-27, 02:59:59,999;15.0
2005-07-27, 03:00:00,000;2005-07-27, 03:59:59,999;11.0
2005-07-27, 04:00:00,000;2005-07-27, 04:59:59,999;43.0
2005-07-27, 05:00:00,000;2005-07-27, 05:59:59,999;100.0
2005-07-27, 06:00:00,000;2005-07-27, 06:59:59,999;274.0
2005-07-27, 07:00:00,000;2005-07-27, 07:59:59,999;480.0
2005-07-27, 08:00:00,000;2005-07-27, 08:59:59,999;466.0
2005-07-27, 09:00:00,000;2005-07-27, 09:59:59,999;465.0
2005-07-27, 10:00:00,000;2005-07-27, 10:59:59,999;351.0
2005-07-27, 11:00:00,000;2005-07-27, 11:59:59,999;355.0
2005-07-27, 12:00:00,000;2005-07-27, 12:59:59,999;340.0
2005-07-27, 13:00:00,000;2005-07-27, 13:59:59,999;319.0
2005-07-27, 14:00:00,000;2005-07-27, 14:59:59,999;435.0
2005-07-27, 15:00:00,000;2005-07-27, 15:59:59,999;469.0
2005-07-27, 16:00:00,000;2005-07-27, 16:59:59,999;463.0
2005-07-27, 17:00:00,000;2005-07-27, 17:59:59,999;445.0
2005-07-27, 18:00:00,000;2005-07-27, 18:59:59,999;448.0
2005-07-27, 19:00:00,000;2005-07-27, 19:59:59,999;363.0
2005-07-27, 20:00:00,000;2005-07-27, 20:59:59,999;276.0
2005-07-27, 21:00:00,000;2005-07-27, 21:59:59,999;314.0
2005-07-27, 22:00:00,000;2005-07-27, 22:59:59,999;536.0
2005-07-27, 23:00:00,000;2005-07-27, 23:59:59,999;169.0
2005-07-28, 00:00:00,000;2005-07-28, 00:59:59,999;73.0
2005-07-28, 01:00:00,000;2005-07-28, 01:59:59,999;46.0
2005-07-28, 02:00:00,000;2005-07-28, 02:59:59,999;37.0
2005-07-28, 03:00:00,000;2005-07-28, 03:59:59,999;15.0
2005-07-28, 04:00:00,000;2005-07-28, 04:59:59,999;38.0
2005-07-28, 05:00:00,000;2005-07-28, 05:59:59,999;110.0
2005-07-28, 06:00:00,000;2005-07-28, 06:59:59,999;359.0
2005-07-28, 07:00:00,000;2005-07-28, 07:59:59,999;452.0
2005-07-28, 08:00:00,000;2005-07-28, 08:59:59,999;489.0
2005-07-28, 09:00:00,000;2005-07-28, 09:59:59,999;447.0
2005-07-28, 10:00:00,000;2005-07-28, 10:59:59,999;419.0
2005-07-28, 11:00:00,000;2005-07-28, 11:59:59,999;396.0
2005-07-28, 12:00:00,000;2005-07-28, 12:59:59,999;367.0
2005-07-28, 13:00:00,000;2005-07-28, 13:59:59,999;407.0
2005-07-28, 14:00:00,000;2005-07-28, 14:59:59,999;529.0
2005-07-28, 15:00:00,000;2005-07-28, 15:59:59,999;622.0
2005-07-28, 16:00:00,000;2005-07-28, 16:59:59,999;509.0
2005-07-28, 17:00:00,000;2005-07-28, 17:59:59,999;451.0
2005-07-28, 18:00:00,000;2005-07-28, 18:59:59,999;534.0
2005-07-28, 19:00:00,000;2005-07-28, 19:59:59,999;421.0
2005-07-28, 20:00:00,000;2005-07-28, 20:59:59,999;304.0
2005-07-28, 21:00:00,000;2005-07-28, 21:59:59,999;323.0
2005-07-28, 22:00:00,000;2005-07-28, 22:59:59,999;183.0
2005-07-28, 23:00:00,000;2005-07-28, 23:59:59,999;130.0
2005-07-29, 00:00:00,000;2005-07-29, 00:59:59,999;78.0
2005-07-29, 01:00:00,000;2005-07-29, 01:59:59,999;50.0
2005-07-29, 02:00:00,000;2005-07-29, 02:59:59,999;40.0
2005-07-29, 03:00:00,000;2005-07-29, 03:59:59,999;34.0
2005-07-29, 04:00:00,000;2005-07-29, 04:59:59,999;42.0
2005-07-29, 05:00:00,000;2005-07-29, 05:59:59,999;115.0
2005-07-29, 06:00:00,000;2005-07-29, 06:59:59,999;270.0
2005-07-29, 07:00:00,000;2005-07-29, 07:59:59,999;442.0
2005-07-29, 08:00:00,000;2005-07-29, 08:59:59,999;487.0
2005-07-29, 09:00:00,000;2005-07-29, 09:59:59,999;406.0
2005-07-29, 10:00:00,000;2005-07-29, 10:59:59,999;350.0
2005-07-29, 11:00:00,000;2005-07-29, 11:59:59,999;319.0
2005-07-29, 12:00:00,000;2005-07-29, 12:59:59,999;335.0
2005-07-29, 13:00:00,000;2005-07-29, 13:59:59,999;358.0
2005-07-29, 14:00:00,000;2005-07-29, 14:59:59,999;452.0
2005-07-29, 15:00:00,000;2005-07-29, 15:59:59,999;431.0
2005-07-29, 16:00:00,000;2005-07-29, 16:59:59,999;417.0
2005-07-29, 17:00:00,000;2005-07-29, 17:59:59,999;405.0
2005-07-29, 18:00:00,000;2005-07-29, 18:59:59,999;434.0
2005-07-29, 19:00:00,000;2005-07-29, 19:59:59,999;427.0
2005-07-29, 20:00:00,000;2005-07-29, 20:59:59,999;340.0
2005-07-29, 21:00:00,000;2005-07-29, 21:59:59,999;329.0
2005-07-29, 22:00:00,000;2005-07-29, 22:59:59,999;501.0
2005-07-29, 23:00:00,000;2005-07-29, 23:59:59,999;437.0
2005-07-30, 00:00:00,000;2005-07-30, 00:59:59,999;140.0
2005-07-30, 01:00:00,000;2005-07-30, 01:59:59,999;103.0
2005-07-30, 02:00:00,000;2005-07-30, 02:59:59,999;98.0
2005-07-30, 03:00:00,000;2005-07-30, 03:59:59,999;61.0
2005-07-30, 04:00:00,000;2005-07-30, 04:59:59,999;34.0
2005-07-30, 05:00:00,000;2005-07-30, 05:59:59,999;56.0
2005-07-30, 06:00:00,000;2005-07-30, 06:59:59,999;136.0
2005-07-30, 07:00:00,000;2005-07-30, 07:59:59,999;191.0
2005-07-30, 08:00:00,000;2005-07-30, 08:59:59,999;232.0
2005-07-30, 09:00:00,000;2005-07-30, 09:59:59,999;315.0
2005-07-30, 10:00:00,000;2005-07-30, 10:59:59,999;339.0
2005-07-30, 11:00:00,000;2005-07-30, 11:59:59,999;265.0
2005-07-30, 12:00:00,000;2005-07-30, 12:59:59,999;353.0
2005-07-30, 13:00:00,000;2005-07-30, 13:59:59,999;369.0
2005-07-30, 14:00:00,000;2005-07-30, 14:59:59,999;392.0
2005-07-30, 15:00:00,000;2005-07-30, 15:59:59,999;461.0
2005-07-30, 16:00:00,000;2005-07-30, 16:59:59,999;596.0
2005-07-30, 17:00:00,000;2005-07-30, 17:59:59,999;389.0
2005-07-30, 18:00:00,000;2005-07-30, 18:59:59,999;368.0
2005-07-30, 19:00:00,000;2005-07-30, 19:59:59,999;384.0
2005-07-30, 20:00:00,000;2005-07-30, 20:59:59,999;272.0
2005-07-30, 21:00:00,000;2005-07-30, 21:59:59,999;286.0
2005-07-30, 22:00:00,000;2005-07-30, 22:59:59,999;274.0
2005-07-30, 23:00:00,000;2005-07-30, 23:59:59,999;211.0
2005-07-31, 00:00:00,000;2005-07-31, 00:59:59,999;117.0
2005-07-31, 01:00:00,000;2005-07-31, 01:59:59,999;115.0
2005-07-31, 02:00:00,000;2005-07-31, 02:59:59,999;93.0
2005-07-31, 03:00:00,000;2005-07-31, 03:59:59,999;55.0
2005-07-31, 04:00:00,000;2005-07-31, 04:59:59,999;46.0
2005-07-31, 05:00:00,000;2005-07-31, 05:59:59,999;50.0
2005-07-31, 06:00:00,000;2005-07-31, 06:59:59,999;54.0
2005-07-31, 07:00:00,000;2005-07-31, 07:59:59,999;108.0
2005-07-31, 08:00:00,000;2005-07-31, 08:59:59,999;148.0
2005-07-31, 09:00:00,000;2005-07-31, 09:59:59,999;247.0
2005-07-31, 10:00:00,000;2005-07-31, 10:59:59,999;282.0
2005-07-31, 11:00:00,000;2005-07-31, 11:59:59,999;315.0
2005-07-31, 12:00:00,000;2005-07-31, 12:59:59,999;257.0
2005-07-31, 13:00:00,000;2005-07-31, 13:59:59,999;304.0
2005-07-31, 14:00:00,000;2005-07-31, 14:59:59,999;357.0
2005-07-31, 15:00:00,000;2005-07-31, 15:59:59,999;396.0
2005-07-31, 16:00:00,000;2005-07-31, 16:59:59,999;422.0
2005-07-31, 17:00:00,000;2005-07-31, 17:59:59,999;506.0
2005-07-31, 18:00:00,000;2005-07-31, 18:59:59,999;343.0
2005-07-31, 19:00:00,000;2005-07-31, 19:59:59,999;266.0
2005-07-31, 20:00:00,000;2005-07-31, 20:59:59,999;248.0
2005-07-31, 21:00:00,000;2005-07-31, 21:59:59,999;225.0
2005-07-31, 22:00:00,000;2005-07-31, 22:59:59,999;140.0
2005-07-31, 23:00:00,000;2005-07-31, 23:59:59,999;121.0
2005-08-01, 00:00:00,000;2005-08-01, 00:59:59,999;67.0
2005-08-01, 01:00:00,000;2005-08-01, 01:59:59,999;39.0
2005-08-01, 02:00:00,000;2005-08-01, 02:59:59,999;40.0
2005-08-01, 03:00:00,000;2005-08-01, 03:59:59,999;25.0
2005-08-01, 04:00:00,000;2005-08-01, 04:59:59,999;47.0
2005-08-01, 05:00:00,000;2005-08-01, 05:59:59,999;104.0
2005-08-01, 06:00:00,000;2005-08-01, 06:59:59,999;237.0
2005-08-01, 07:00:00,000;2005-08-01, 07:59:59,999;444.0
2005-08-01, 08:00:00,000;2005-08-01, 08:59:59,999;441.0
2005-08-01, 09:00:00,000;2005-08-01, 09:59:59,999;405.0
2005-08-01, 10:00:00,000;2005-08-01, 10:59:59,999;327.0
2005-08-01, 11:00:00,000;2005-08-01, 11:59:59,999;318.0
2005-08-01, 12:00:00,000;2005-08-01, 12:59:59,999;316.0
2005-08-01, 13:00:00,000;2005-08-01, 13:59:59,999;310.0
2005-08-01, 14:00:00,000;2005-08-01, 14:59:59,999;394.0
2005-08-01, 15:00:00,000;2005-08-01, 15:59:59,999;450.0
2005-08-01, 16:00:00,000;2005-08-01, 16:59:59,999;418.0
2005-08-01, 17:00:00,000;2005-08-01, 17:59:59,999;463.0
2005-08-01, 18:00:00,000;2005-08-01, 18:59:59,999;400.0
2005-08-01, 19:00:00,000;2005-08-01, 19:59:59,999;316.0
2005-08-01, 20:00:00,000;2005-08-01, 20:59:59,999;234.0
2005-08-01, 21:00:00,000;2005-08-01, 21:59:59,999;205.0
2005-08-01, 22:00:00,000;2005-08-01, 22:59:59,999;142.0
2005-08-01, 23:00:00,000;2005-08-01, 23:59:59,999;91.0
2005-08-02, 00:00:00,000;2005-08-02, 00:59:59,999;62.0
2005-08-02, 01:00:00,000;2005-08-02, 01:59:59,999;46.0
2005-08-02, 02:00:00,000;2005-08-02, 02:59:59,999;27.0
2005-08-02, 03:00:00,000;2005-08-02, 03:59:59,999;16.0
2005-08-02, 04:00:00,000;2005-08-02, 04:59:59,999;40.0
2005-08-02, 05:00:00,000;2005-08-02, 05:59:59,999;119.0
2005-08-02, 06:00:00,000;2005-08-02, 06:59:59,999;278.0
2005-08-02, 07:00:00,000;2005-08-02, 07:59:59,999;439.0
2005-08-02, 08:00:00,000;2005-08-02, 08:59:59,999;446.0
2005-08-02, 09:00:00,000;2005-08-02, 09:59:59,999;466.0
2005-08-02, 10:00:00,000;2005-08-02, 10:59:59,999;355.0
2005-08-02, 11:00:00,000;2005-08-02, 11:59:59,999;345.0
2005-08-02, 12:00:00,000;2005-08-02, 12:59:59,999;407.0
2005-08-02, 13:00:00,000;2005-08-02, 13:59:59,999;356.0
2005-08-02, 14:00:00,000;2005-08-02, 14:59:59,999;407.0
2005-08-02, 15:00:00,000;2005-08-02, 15:59:59,999;459.0
2005-08-02, 16:00:00,000;2005-08-02, 16:59:59,999;460.0
2005-08-02, 17:00:00,000;2005-08-02, 17:59:59,999;406.0
2005-08-02, 18:00:00,000;2005-08-02, 18:59:59,999;430.0
2005-08-02, 19:00:00,000;2005-08-02, 19:59:59,999;339.0
2005-08-02, 20:00:00,000;2005-08-02, 20:59:59,999;247.0
2005-08-02, 21:00:00,000;2005-08-02, 21:59:59,999;240.0
2005-08-02, 22:00:00,000;2005-08-02, 22:59:59,999;152.0
2005-08-02, 23:00:00,000;2005-08-02, 23:59:59,999;107.0
2005-08-03, 00:00:00,000;2005-08-03, 00:59:59,999;63.0
2005-08-03, 01:00:00,000;2005-08-03, 01:59:59,999;39.0
2005-08-03, 02:00:00,000;2005-08-03, 02:59:59,999;31.0
2005-08-03, 03:00:00,000;2005-08-03, 03:59:59,999;20.0
2005-08-03, 04:00:00,000;2005-08-03, 04:59:59,999;47.0
2005-08-03, 05:00:00,000;2005-08-03, 05:59:59,999;116.0
2005-08-03, 06:00:00,000;2005-08-03, 06:59:59,999;243.0
2005-08-03, 07:00:00,000;2005-08-03, 07:59:59,999;442.0
2005-08-03, 08:00:00,000;2005-08-03, 08:59:59,999;458.0
2005-08-03, 09:00:00,000;2005-08-03, 09:59:59,999;383.0
2005-08-03, 10:00:00,000;2005-08-03, 10:59:59,999;392.0
2005-08-03, 11:00:00,000;2005-08-03, 11:59:59,999;348.0
2005-08-03, 12:00:00,000;2005-08-03, 12:59:59,999;359.0
2005-08-03, 13:00:00,000;2005-08-03, 13:59:59,999;389.0
2005-08-03, 14:00:00,000;2005-08-03, 14:59:59,999;453.0
2005-08-03, 15:00:00,000;2005-08-03, 15:59:59,999;488.0
2005-08-03, 16:00:00,000;2005-08-03, 16:59:59,999;452.0
2005-08-03, 17:00:00,000;2005-08-03, 17:59:59,999;434.0
2005-08-03, 18:00:00,000;2005-08-03, 18:59:59,999;403.0
2005-08-03, 19:00:00,000;2005-08-03, 19:59:59,999;374.0
2005-08-03, 20:00:00,000;2005-08-03, 20:59:59,999;212.0
2005-08-03, 21:00:00,000;2005-08-03, 21:59:59,999;246.0
2005-08-03, 22:00:00,000;2005-08-03, 22:59:59,999;160.0
2005-08-03, 23:00:00,000;2005-08-03, 23:59:59,999;121.0
2005-08-04, 00:00:00,000;2005-08-04, 00:59:59,999;70.0
2005-08-04, 01:00:00,000;2005-08-04, 01:59:59,999;42.0
2005-08-04, 02:00:00,000;2005-08-04, 02:59:59,999;28.0
2005-08-04, 03:00:00,000;2005-08-04, 03:59:59,999;18.0
2005-08-04, 04:00:00,000;2005-08-04, 04:59:59,999;38.0
2005-08-04, 05:00:00,000;2005-08-04, 05:59:59,999;113.0
2005-08-04, 06:00:00,000;2005-08-04, 06:59:59,999;286.0
2005-08-04, 07:00:00,000;2005-08-04, 07:59:59,999;467.0
2005-08-04, 08:00:00,000;2005-08-04, 08:59:59,999;464.0
2005-08-04, 09:00:00,000;2005-08-04, 09:59:59,999;400.0
2005-08-04, 10:00:00,000;2005-08-04, 10:59:59,999;360.0
2005-08-04, 11:00:00,000;2005-08-04, 11:59:59,999;322.0
2005-08-04, 12:00:00,000;2005-08-04, 12:59:59,999;311.0
2005-08-04, 13:00:00,000;2005-08-04, 13:59:59,999;317.0
2005-08-04, 14:00:00,000;2005-08-04, 14:59:59,999;441.0
2005-08-04, 15:00:00,000;2005-08-04, 15:59:59,999;NaN
2005-08-04, 16:00:00,000;2005-08-04, 16:59:59,999;430.0
2005-08-04, 17:00:00,000;2005-08-04, 17:59:59,999;393.0
2005-08-04, 18:00:00,000;2005-08-04, 18:59:59,999;431.0
2005-08-04, 19:00:00,000;2005-08-04, 19:59:59,999;385.0
2005-08-04, 20:00:00,000;2005-08-04, 20:59:59,999;274.0
2005-08-04, 21:00:00,000;2005-08-04, 21:59:59,999;260.0
2005-08-04, 22:00:00,000;2005-08-04, 22:59:59,999;195.0
2005-08-04, 23:00:00,000;2005-08-04, 23:59:59,999;152.0
2005-08-05, 00:00:00,000;2005-08-05, 00:59:59,999;97.0
2005-08-05, 01:00:00,000;2005-08-05, 01:59:59,999;50.0
2005-08-05, 02:00:00,000;2005-08-05, 02:59:59,999;37.0
2005-08-05, 03:00:00,000;2005-08-05, 03:59:59,999;17.0
